add type,check_flag,check info,check time(ns),check time and rr(ns)
QueryType.A,True,,8859,13946
QueryType.A,True,,8581,13392
QueryType.A,True,,11819,16341
QueryType.CNAME,True,,14395,19303
QueryType.CNAME,True,,16636,21407
QueryType.A,True,,10327,15101
QueryType.A,True,,8238,13088
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),21702,26446
QueryType.CNAME,True,,14389,19438
QueryType.A,True,,10413,15512
QueryType.A,True,,8664,15699
QueryType.CNAME,True,,16886,21767
QueryType.A,True,,10550,15310
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17834,22987
QueryType.CNAME,True,,19371,24318
QueryType.A,True,,10373,15423
QueryType.A,True,,9599,14216
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17634,22140
QueryType.A,True,,9106,13986
QueryType.A,True,,14718,19495
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15769,21207
QueryType.CNAME,True,,15262,20330
QueryType.A,True,,13380,19492
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16068,20942
QueryType.CNAME,True,,17082,22287
QueryType.A,True,,9123,14477
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18260,23612
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16990,21854
QueryType.A,True,,8802,13894
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18342,23529
QueryType.A,True,,10857,15944
QueryType.A,True,,8622,13575
QueryType.A,True,,11172,15727
QueryType.A,True,,9086,13871
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19870,24426
QueryType.A,True,,8841,13885
QueryType.A,True,,9670,14212
QueryType.A,True,,11088,15966
QueryType.A,True,,8772,13141
QueryType.A,True,,8561,13043
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),20481,25146
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15888,20958
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17585,22683
QueryType.A,True,,9436,15142
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15048,19612
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18095,22884
QueryType.CNAME,True,,14375,19549
QueryType.CNAME,True,,18186,24345
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15939,21349
QueryType.A,True,,8728,13743
QueryType.A,True,,11226,15973
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16995,21675
QueryType.A,True,,8847,13782
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18153,22860
QueryType.A,True,,12046,16938
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17459,22703
QueryType.A,True,,8617,13582
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18395,23207
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16237,21271
QueryType.A,True,,9166,14783
QueryType.CNAME,True,,21008,28449
QueryType.A,True,,12428,17761
QueryType.A,True,,9201,14179
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18080,22898
QueryType.A,True,,8761,13680
QueryType.A,True,,10367,14966
QueryType.A,True,,8175,22422
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16183,20670
QueryType.A,True,,13304,18130
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15275,19807
QueryType.A,True,,9204,14315
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17965,22729
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15285,20145
QueryType.A,True,,12144,17300
QueryType.A,True,,8378,14550
QueryType.A,True,,8294,12812
QueryType.CNAME,True,,19083,23945
QueryType.A,True,,8945,13778
QueryType.A,True,,11695,16093
QueryType.CNAME,True,,14673,19492
QueryType.A,True,,10342,15438
QueryType.A,True,,11154,15647
QueryType.A,True,,8237,12704
QueryType.A,True,,12126,16777
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17027,21572
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18746,23799
QueryType.CNAME,True,,14453,19715
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16447,21952
QueryType.A,True,,11501,16681
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17379,22264
QueryType.A,True,,8576,13870
QueryType.A,True,,11494,16363
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15365,20620
QueryType.A,True,,8656,15962
QueryType.A,True,,9185,13836
QueryType.A,True,,8938,15886
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19372,24108
QueryType.A,True,,8892,14206
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18056,22635
QueryType.A,True,,10804,15716
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15252,19827
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18387,24237
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16626,22021
QueryType.A,True,,12403,17309
QueryType.CNAME,True,,16801,21600
QueryType.A,True,,9471,14761
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18209,29289
QueryType.A,True,,9488,14471
QueryType.A,True,,8737,13611
QueryType.A,True,,10725,15832
QueryType.CNAME,True,,17172,24708
QueryType.CNAME,True,,17355,22681
QueryType.A,True,,8940,13997
QueryType.A,True,,8429,12755
QueryType.CNAME,True,,20082,24860
QueryType.A,True,,8489,13465
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17950,22727
QueryType.CNAME,True,,16653,21848
QueryType.A,True,,9883,15263
QueryType.A,True,,10496,15059
QueryType.A,True,,8489,13210
QueryType.CNAME,True,,16048,20946
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17383,22112
QueryType.A,True,,12092,17093
QueryType.A,True,,16210,20813
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16793,21989
QueryType.A,True,,9090,14543
QueryType.CNAME,True,,16686,21418
QueryType.A,True,,8564,14321
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18357,22996
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15241,19974
QueryType.A,True,,10967,15984
QueryType.A,True,,11521,16189
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15723,20405
QueryType.A,True,,11233,16302
QueryType.CNAME,True,,14114,18933
QueryType.A,True,,9100,14028
QueryType.A,True,,10268,15256
QueryType.A,True,,8892,13614
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),21442,26264
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16075,21167
QueryType.A,True,,9556,14570
QueryType.A,True,,10323,15224
QueryType.A,True,,8532,23110
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18080,22786
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16853,22093
QueryType.A,True,,11103,15946
QueryType.A,True,,11516,16086
QueryType.A,True,,8532,13198
QueryType.A,True,,8344,12638
QueryType.A,True,,10149,14485
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15801,20367
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19195,24215
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16068,21260
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17672,22699
QueryType.A,True,,8803,14820
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15530,20169
QueryType.A,True,,10900,16004
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16347,21219
QueryType.CNAME,True,,20457,26084
QueryType.A,True,,11827,17379
QueryType.CNAME,True,,14743,19976
QueryType.A,True,,9692,14835
QueryType.A,True,,10400,15096
QueryType.CNAME,True,,14546,19142
QueryType.CNAME,True,,17163,22134
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17584,22485
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20638,25455
QueryType.A,True,,8767,13871
QueryType.A,True,,8616,13606
QueryType.CNAME,True,,15657,20390
QueryType.A,True,,8679,13617
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17183,22221
QueryType.A,True,,11550,16515
QueryType.CNAME,True,,14657,19336
QueryType.A,True,,11177,16199
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15315,20035
QueryType.CNAME,True,,15968,20747
QueryType.CNAME,True,,15142,20200
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15116,19899
QueryType.A,True,,15473,20571
QueryType.A,True,,8379,13442
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16185,22051
QueryType.A,True,,11257,16389
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16241,20878
QueryType.A,True,,8990,14017
QueryType.A,True,,12120,17196
QueryType.A,True,,11184,15893
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),21063,26410
QueryType.A,True,,9084,14227
QueryType.A,True,,8277,12855
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19194,23645
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16095,23308
QueryType.A,True,,11560,16487
QueryType.A,True,,11902,16870
QueryType.A,True,,8117,12957
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19075,23842
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15532,20598
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17431,22417
QueryType.CNAME,True,,14470,19567
QueryType.A,True,,9794,15209
QueryType.A,True,,12643,17508
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16345,21535
QueryType.A,True,,11178,16436
QueryType.A,True,,9140,13789
QueryType.A,True,,9490,14098
QueryType.A,True,,11496,16030
QueryType.A,True,,8618,13296
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20829,26309
QueryType.A,True,,8756,14141
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16247,23204
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17653,23370
QueryType.A,True,,8545,13798
QueryType.A,True,,10677,15507
QueryType.A,True,,10639,15301
QueryType.A,True,,9331,13992
QueryType.A,True,,12688,17129
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17029,21615
QueryType.A,True,,8622,13433
QueryType.A,True,,11953,16513
QueryType.A,True,,8071,22390
QueryType.A,True,,12935,17307
QueryType.CNAME,True,,17736,22386
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18739,23930
QueryType.A,True,,9786,14645
QueryType.A,True,,8414,12969
QueryType.A,True,,10302,14882
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15826,21083
QueryType.CNAME,True,,14180,18961
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20778,25803
QueryType.A,True,,9401,14518
QueryType.A,True,,8410,13290
QueryType.A,True,,11287,15860
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15788,20461
QueryType.A,True,,11050,16128
QueryType.A,True,,8040,13437
QueryType.A,True,,8479,13044
QueryType.A,True,,17046,21639
QueryType.A,True,,8569,13191
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19544,24092
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16149,21171
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17498,22369
QueryType.A,True,,9273,14606
QueryType.A,True,,10271,14939
QueryType.A,True,,10525,15400
QueryType.A,True,,8662,13149
QueryType.A,True,,7807,12284
QueryType.A,True,,10332,14917
QueryType.A,True,,9863,14602
QueryType.A,True,,11220,15742
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18587,23465
QueryType.A,True,,9309,14534
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18700,23278
QueryType.CNAME,True,,15077,20123
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18115,23468
QueryType.A,True,,8456,13644
QueryType.A,True,,8836,13761
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19735,24307
QueryType.CNAME,True,,14325,19060
QueryType.A,True,,8363,13977
QueryType.A,True,,10964,17985
QueryType.CNAME,True,,14523,20188
QueryType.A,True,,11313,16565
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17111,21786
QueryType.A,True,,12758,17601
QueryType.A,True,,11660,16264
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16149,20692
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17934,23002
QueryType.A,True,,10796,15491
QueryType.A,True,,8953,14095
QueryType.A,True,,10732,15285
QueryType.CNAME,True,,17216,21826
QueryType.A,True,,11038,15980
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16172,20804
QueryType.A,True,,8762,13629
QueryType.A,True,,13163,17650
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17287,21872
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17372,22493
QueryType.A,True,,11545,16308
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15582,20244
QueryType.CNAME,True,,16193,20941
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15233,20188
QueryType.A,True,,9278,14265
QueryType.A,True,,10891,15833
QueryType.A,True,,8428,13106
QueryType.A,True,,11638,16105
QueryType.CNAME,True,,16471,21086
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18070,22760
QueryType.A,True,,8452,13585
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15267,20618
QueryType.A,True,,10436,15297
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15377,20061
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19583,26744
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16011,20768
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15257,20588
QueryType.A,True,,11643,16424
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),26757,31927
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14990,20095
QueryType.A,True,,10965,15944
QueryType.A,True,,12727,17723
QueryType.A,True,,8702,13818
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18224,22854
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14893,19594
QueryType.A,True,,12230,17132
QueryType.A,True,,10419,14992
QueryType.A,True,,7605,12121
QueryType.CNAME,True,,18165,22810
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15947,21020
QueryType.A,True,,11149,15958
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18391,23458
QueryType.A,True,,11124,16212
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18913,23969
QueryType.A,True,,9406,14561
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19385,24218
QueryType.A,True,,9255,14295
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19044,23732
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),21936,27566
QueryType.A,True,,8629,13616
QueryType.A,True,,10293,14971
QueryType.A,True,,8086,13066
QueryType.A,True,,8347,13004
QueryType.CNAME,True,,19530,24322
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16379,21217
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17046,21703
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15845,20602
QueryType.A,True,,8759,13686
QueryType.A,True,,11764,16558
QueryType.A,True,,9693,14428
QueryType.A,True,,13950,18748
QueryType.A,True,,10482,15389
QueryType.A,True,,7948,12698
QueryType.A,True,,10503,15190
QueryType.A,True,,7869,12660
QueryType.CNAME,True,,16863,21419
QueryType.A,True,,11143,16243
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15583,20436
QueryType.A,True,,11039,16312
QueryType.A,True,,7832,12607
QueryType.A,True,,8160,12773
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17454,21899
QueryType.A,True,,8381,13618
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),20327,24907
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15643,20424
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15213,20843
QueryType.A,True,,10676,16249
QueryType.A,True,,8908,13789
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17913,22859
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15858,20991
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20340,25174
QueryType.A,True,,12736,17737
QueryType.A,True,,10123,15192
QueryType.CNAME,True,,123507,128528
QueryType.A,True,,11036,16330
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18370,23634
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18297,23066
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16864,21625
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17198,22533
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14558,19860
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15200,20391
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19134,24582
QueryType.A,True,,8891,16783
QueryType.CNAME,True,,14794,20228
QueryType.A,True,,9843,17245
QueryType.A,True,,8705,15603
QueryType.A,True,,9792,14625
QueryType.A,True,,9682,16412
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16314,21004
QueryType.A,True,,10762,15752
QueryType.A,True,,8538,13427
QueryType.A,True,,8300,13307
QueryType.CNAME,True,,18507,24432
QueryType.A,True,,8107,12988
QueryType.A,True,,9934,14732
QueryType.A,True,,9361,14105
QueryType.A,True,,8646,26237
QueryType.A,True,,12486,17333
QueryType.CNAME,True,,17452,22169
QueryType.A,True,,11294,16339
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16910,21769
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),22179,27171
QueryType.A,True,,8869,13991
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15998,20758
QueryType.CNAME,True,,16633,21673
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17860,22726
QueryType.A,True,,9005,14156
QueryType.A,True,,10699,15439
QueryType.A,True,,9477,14648
QueryType.A,True,,10297,15122
QueryType.A,True,,8218,12854
QueryType.CNAME,True,,14267,19290
QueryType.CNAME,True,,18532,23322
QueryType.CNAME,True,,14443,19396
QueryType.A,True,,8508,13480
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18232,22969
QueryType.A,True,,8568,13905
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18303,22959
QueryType.A,True,,8642,13804
QueryType.A,True,,10577,16254
QueryType.A,True,,11370,16494
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17657,22187
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18467,23893
QueryType.A,True,,10277,15393
QueryType.CNAME,True,,16769,21514
QueryType.CNAME,True,,14484,19875
QueryType.CNAME,True,,15719,20716
QueryType.A,True,,10871,15768
QueryType.CNAME,True,,13724,18565
QueryType.A,True,,8460,13362
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18027,22583
QueryType.A,True,,9586,15145
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17968,25375
QueryType.A,True,,10883,16144
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16174,21111
QueryType.A,True,,11943,16920
QueryType.CNAME,True,,13967,19274
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17619,22768
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15701,20888
QueryType.A,True,,8552,13750
QueryType.A,True,,12691,17826
QueryType.A,True,,8467,13549
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17608,22258
QueryType.A,True,,9219,14778
QueryType.A,True,,8440,12962
QueryType.CNAME,True,,17225,21844
QueryType.A,True,,9127,15236
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19886,24593
QueryType.CNAME,True,,13988,19336
QueryType.A,True,,8586,14143
QueryType.CNAME,True,,17091,21939
QueryType.A,True,,8483,13625
QueryType.A,True,,8382,13138
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17261,22080
QueryType.A,True,,10545,15589
QueryType.A,True,,12241,16998
QueryType.CNAME,True,,14740,19506
QueryType.A,True,,8186,12912
QueryType.A,True,,13020,17468
QueryType.A,True,,9539,14111
QueryType.A,True,,8342,13088
QueryType.A,True,,11446,15800
QueryType.A,True,,10813,15398
QueryType.A,True,,11465,15965
QueryType.CNAME,True,,15362,20022
QueryType.A,True,,8795,13837
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18209,22947
QueryType.CNAME,True,,14236,19611
QueryType.A,True,,15049,20088
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16305,21038
QueryType.A,True,,8646,13806
QueryType.CNAME,True,,16383,21327
QueryType.A,True,,9070,14840
QueryType.A,True,,10888,25725
QueryType.CNAME,True,,16730,22549
QueryType.CNAME,True,,19416,25358
QueryType.A,True,,8960,14299
QueryType.A,True,,12162,17214
QueryType.A,True,,10188,14855
QueryType.CNAME,True,,14891,19813
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16161,21070
QueryType.A,True,,15402,20787
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18214,25352
QueryType.A,True,,9614,14950
QueryType.A,True,,10934,15676
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15850,20991
QueryType.CNAME,True,,17080,22137
QueryType.A,True,,9058,14092
QueryType.A,True,,8333,13034
QueryType.A,True,,11961,16440
QueryType.A,True,,11201,15924
QueryType.CNAME,True,,17231,21789
QueryType.A,True,,8526,13414
QueryType.A,True,,8226,13080
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18501,23224
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15927,21481
QueryType.A,True,,12337,17478
QueryType.A,True,,9061,14027
QueryType.CNAME,True,,16348,21069
QueryType.A,True,,8270,13285
QueryType.A,True,,9465,15235
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18497,23211
QueryType.A,True,,8868,13881
QueryType.A,True,,11042,15849
QueryType.A,True,,11521,16750
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16184,21074
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18117,23197
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16366,21334
QueryType.A,True,,8448,13741
QueryType.A,True,,11619,16533
QueryType.A,True,,8275,12789
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),24230,28875
QueryType.A,True,,11831,17219
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16333,21101
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17457,22470
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15485,22922
QueryType.A,True,,8577,13724
QueryType.A,True,,13410,18115
QueryType.A,True,,8776,13917
QueryType.A,True,,11179,15885
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16506,21169
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18645,23311
QueryType.A,True,,9684,15407
QueryType.A,True,,8938,13860
QueryType.A,True,,10510,15104
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18325,23119
QueryType.A,True,,8882,14654
