; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR pku.com. @ns2.pku.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
pku.com.			      14400 IN NS	ns1.pku.com.
ns1.pku.com.			      14400 IN A	10.166.21.14

www.pku.com.		      14400 IN NS	ns1.www.pku.com.
ns1.www.pku.com.		      14400 IN A		10.166.21.15

math.pku.com.		      14400 IN NS	ns1.math.pku.com.
ns1.math.pku.com.		      14400 IN A		10.166.21.12

hist.pku.com.		      14400 IN NS	ns1.hist.pku.com.
ns1.hist.pku.com.		      14400 IN A		10.166.21.13

pku.com.			      14400 IN MX	10 histtp.pku.edu.
pku.com.			      14400 IN TXT	"v=spf1 a mx ~all"
xicjlbtq.pku.com.        IN    A    164.232.209.107
lxsuiobg.pku.com.        IN    A    57.9.145.152
wslyqmca.pku.com.        IN    A    187.133.124.124
pqowetha.pku.com.        IN    A    123.199.245.151
pumxibye.pku.com.        IN    A    158.146.36.19
mwxlbjhg.pku.com.        IN    A    0.239.244.99
wvlsnuaj.pku.com.        IN    A    88.152.253.106
hegtdncb.pku.com.        IN    A    140.143.195.17
pcasmyod.pku.com.        IN    A    207.203.113.204
mkwqshjc.pku.com.        IN    A    95.44.127.196
jcyrgfms.pku.com.        IN    A    208.181.228.236
gdmxjcos.pku.com.        IN    A    246.101.212.171
dxbwuqaf.pku.com.        IN    A    11.6.143.185
bdjkgmaq.pku.com.        IN    A    20.37.124.16
psetravo.pku.com.        IN    A    3.107.241.108
muraniec.pku.com.        IN    A    107.97.48.7
ngvtslah.pku.com.        IN    A    125.29.93.49
mwvhgjun.pku.com.        IN    A    25.236.99.72
fsrtghkm.pku.com.        IN    A    105.133.241.141
gutbqvrm.pku.com.        IN    A    114.40.55.21
jhlgymru.pku.com.        IN    A    77.157.49.238
akfxclhq.pku.com.        IN    A    162.81.234.238
adkxugnl.pku.com.        IN    A    124.116.90.230
miteapsx.pku.com.        IN    A    126.122.103.165
agbrhuix.pku.com.        IN    A    117.171.192.214
jbphsion.pku.com.        IN    A    71.89.107.163
fuxbsgjq.pku.com.        IN    A    51.42.222.13
qlrjpcxv.pku.com.        IN    A    16.218.196.95
dpxeqflr.pku.com.        IN    A    98.99.221.87
fagtkrpw.pku.com.        IN    A    67.7.9.105
gnjytrca.pku.com.        IN    A    186.245.54.184
ylseioqv.pku.com.        IN    A    187.213.140.157
ukbsclne.pku.com.        IN    A    24.223.222.230
lcjkvpxg.pku.com.        IN    A    64.65.131.244
ipedokvj.pku.com.        IN    A    231.99.57.104
bwrdyait.pku.com.        IN    A    7.183.213.90
dvntaxlc.pku.com.        IN    A    6.29.156.207
olbmrxpi.pku.com.        IN    A    104.135.244.233
kjhcaqro.pku.com.        IN    A    169.9.193.102
mtugklxn.pku.com.        IN    A    53.154.200.78
fmdqjxyp.pku.com.        IN    A    87.3.164.113
csfmrhyb.pku.com.        IN    A    157.206.1.41
enbsurvx.pku.com.        IN    A    44.201.78.197
rwateypx.pku.com.        IN    A    117.123.186.22
ypnmdlka.pku.com.        IN    A    132.66.133.36
ywrcubsj.pku.com.        IN    A    43.57.97.104
pykracis.pku.com.        IN    A    126.247.209.56
jqfemayo.pku.com.        IN    A    17.164.248.33
kguiewbx.pku.com.        IN    A    121.220.201.23
giyjlknx.pku.com.        IN    A    43.120.103.27
ebaglvxm.pku.com.        IN    A    156.1.197.18
aspegqix.pku.com.        IN    A    9.153.112.162
iynqfrde.pku.com.        IN    A    135.185.154.165
cxpsklgq.pku.com.        IN    A    53.76.47.178
hytfoqjc.pku.com.        IN    A    217.71.133.251
sgdmflxh.pku.com.        IN    A    124.70.91.3
mbaolgwx.pku.com.        IN    A    70.22.29.2
yipxjglu.pku.com.        IN    A    23.168.159.42
bfuxrwvc.pku.com.        IN    A    230.237.33.179
rvaxshei.pku.com.        IN    A    106.194.11.82
qdjceury.pku.com.        IN    A    114.52.248.96
veyoanfg.pku.com.        IN    A    180.120.197.51
celnvoxy.pku.com.        IN    A    188.190.237.161
fodxwkbt.pku.com.        IN    A    168.56.199.46
noxelitj.pku.com.        IN    A    115.91.25.38
eivdoqay.pku.com.        IN    A    3.106.81.145
wjegskvq.pku.com.        IN    A    160.203.117.156
xoglkajv.pku.com.        IN    A    41.146.172.87
hdjpyrkw.pku.com.        IN    A    149.9.14.37
fanpsbtu.pku.com.        IN    A    52.134.89.162
keasmlny.pku.com.        IN    A    78.103.43.254
jdncxeos.pku.com.        IN    A    114.241.103.98
djbpgvnc.pku.com.        IN    A    249.29.62.43
kstgyifd.pku.com.        IN    A    198.221.198.63
ldnbycpr.pku.com.        IN    A    136.61.106.86
ycmwalxe.pku.com.        IN    A    220.130.144.85
smijavbe.pku.com.        IN    A    154.29.99.100
sleqadmj.pku.com.        IN    A    179.28.85.37
rnbvklpj.pku.com.        IN    A    152.177.177.50
xayhqvim.pku.com.        IN    A    156.230.150.37
gojvcxam.pku.com.        IN    A    130.85.73.211
ghdnckqv.pku.com.        IN    A    250.99.105.238
oltjhvyk.pku.com.        IN    A    190.163.35.151
lpqhvdnr.pku.com.        IN    A    80.193.86.35
uqjbdpci.pku.com.        IN    A    31.46.187.190
jgiolahb.pku.com.        IN    A    69.209.105.105
nckotbqs.pku.com.        IN    A    19.201.30.53
xspygcmo.pku.com.        IN    A    30.119.184.250
udqplavw.pku.com.        IN    A    105.39.197.66
oqyxhfis.pku.com.        IN    A    123.72.32.74
aqcntulv.pku.com.        IN    A    105.197.153.36
kiacthsj.pku.com.        IN    A    169.226.104.85
yprdslkq.pku.com.        IN    A    49.18.6.150
yajkwslp.pku.com.        IN    A    154.245.44.31
oslkvdcx.pku.com.        IN    A    79.225.110.27
qdmkajns.pku.com.        IN    A    184.190.88.192
xsthanmg.pku.com.        IN    A    167.42.127.16
kbumotlg.pku.com.        IN    A    27.104.27.32
fukowrlj.pku.com.        IN    A    29.100.36.255
xrmhkgce.pku.com.        IN    A    139.214.193.209
gluejwct.pku.com.        IN    A    91.90.120.207
dbmpxoeu.pku.com.        IN    A    228.57.217.71
kpyqaenf.pku.com.        IN    A    59.93.108.35
rtsfwohb.pku.com.        IN    A    136.187.95.217
aovdxmlb.pku.com.        IN    A    94.2.203.149
opxhndal.pku.com.        IN    A    109.65.42.174
icbrwvno.pku.com.        IN    A    211.5.48.3
bnvqkrgs.pku.com.        IN    A    204.104.57.110
jaehksqv.pku.com.        IN    A    194.112.118.30
qcgbjvyt.pku.com.        IN    A    64.229.141.160
vntrkguf.pku.com.        IN    A    194.35.108.85
pinwsfht.pku.com.        IN    A    160.31.185.59
aqsuvlyw.pku.com.        IN    A    99.166.75.44
pchjewla.pku.com.        IN    A    215.97.25.219
wxoquigj.pku.com.        IN    A    67.75.98.154
vklrspxo.pku.com.        IN    A    114.90.126.179
ubfqexgm.pku.com.        IN    A    44.145.81.45
ctypbdlv.pku.com.        IN    A    196.86.42.113
wqctplda.pku.com.        IN    A    67.146.193.181
hetcirmv.pku.com.        IN    A    249.228.154.137
rjoplafd.pku.com.        IN    A    134.131.78.30
muhewjfg.pku.com.        IN    A    184.106.128.159
lbdheutf.pku.com.        IN    A    89.51.88.73
okceubnw.pku.com.        IN    A    226.21.205.127
mwixjrae.pku.com.        IN    A    223.160.116.193
eixckqaw.pku.com.        IN    A    14.187.205.0
xushqebk.pku.com.        IN    A    33.97.89.44
oumrtyhv.pku.com.        IN    A    65.245.164.35
ivuktcfa.pku.com.        IN    A    90.121.25.123
fqckjshe.pku.com.        IN    A    237.114.180.237
iskotnrv.pku.com.        IN    A    116.78.241.186
atipwnuj.pku.com.        IN    A    78.221.98.30
pdifnwma.pku.com.        IN    A    7.121.183.128
eclnakxj.pku.com.        IN    A    166.148.221.86
nwpjqkrb.pku.com.        IN    A    221.82.45.127
ljrdnysm.pku.com.        IN    A    141.159.56.157
thbmfyod.pku.com.        IN    A    167.234.252.157
etmajqrl.pku.com.        IN    A    41.98.179.48
cdnjmgfb.pku.com.        IN    A    227.160.235.227
fueiplry.pku.com.        IN    A    243.132.57.131
subjonex.pku.com.        IN    A    216.146.164.210
umrnqdbv.pku.com.        IN    A    100.209.109.98
irywabgn.pku.com.        IN    A    250.100.64.44
gvxwueas.pku.com.        IN    A    163.113.151.189
bpuamtne.pku.com.        IN    A    162.248.91.134
uinrkbth.pku.com.        IN    A    15.126.104.119
htdbojpa.pku.com.        IN    A    54.171.87.156
woudcymq.pku.com.        IN    A    153.224.30.196
acrekvxi.pku.com.        IN    A    196.9.253.235
vpecjfgq.pku.com.        IN    A    8.51.102.212
wlxgqbyh.pku.com.        IN    A    64.240.78.24
hvetlrsu.pku.com.        IN    A    1.90.194.127
wqfioalr.pku.com.        IN    A    92.228.147.93
ydiashxr.pku.com.        IN    A    105.172.201.235
aygdpexm.pku.com.        IN    A    238.33.164.249
xuyaotcg.pku.com.        IN    A    142.189.44.165
ganqpokf.pku.com.        IN    A    215.197.164.43
qtaobwun.pku.com.        IN    A    199.82.218.156
iojmqnys.pku.com.        IN    A    13.245.21.94
duphbinm.pku.com.        IN    A    60.147.167.122
ijrthgnc.pku.com.        IN    A    52.55.160.236
mjugayre.pku.com.        IN    A    104.27.161.126
wsfrojai.pku.com.        IN    A    166.197.253.57
msljfvcw.pku.com.        IN    A    159.220.51.178
epicnfsy.pku.com.        IN    A    37.55.223.44
jrgblivw.pku.com.        IN    A    250.88.89.15
arkejosl.pku.com.        IN    A    233.117.188.41
yiedthcn.pku.com.        IN    A    98.123.150.52
hkxwioge.pku.com.        IN    A    139.195.217.98
bpqxmwdo.pku.com.        IN    A    189.110.192.83
dgrwmspe.pku.com.        IN    A    178.20.106.61
anwljpib.pku.com.        IN    A    185.111.81.4
spetaghn.pku.com.        IN    A    238.198.174.209
pugcvqtr.pku.com.        IN    A    105.157.218.170
spfuvhej.pku.com.        IN    A    7.63.68.173
fprjhxby.pku.com.        IN    A    82.205.131.129
byxgrfsw.pku.com.        IN    A    170.134.219.144
emtaqhck.pku.com.        IN    A    16.69.173.96
jlfhkruy.pku.com.        IN    A    8.204.246.218
ctknipms.pku.com.        IN    A    156.247.250.59
odsgcalx.pku.com.        IN    A    89.255.94.56
thdxcimf.pku.com.        IN    A    78.200.169.166
kgirfwpx.pku.com.        IN    A    81.164.195.202
yotnjvrp.pku.com.        IN    A    20.63.200.149
fwnirsct.pku.com.        IN    A    167.214.5.204
tgihdrlf.pku.com.        IN    A    243.84.140.243
ilephxtr.pku.com.        IN    A    170.143.231.166
puortkdj.pku.com.        IN    A    46.202.183.47
kbjiowvt.pku.com.        IN    A    149.146.187.158
cpnkyoef.pku.com.        IN    A    88.114.147.251
scolikat.pku.com.        IN    A    75.25.177.210
ycnuaetx.pku.com.        IN    A    205.147.234.211
dgotxlry.pku.com.        IN    A    124.65.38.148
cxjmoqpf.pku.com.        IN    A    30.115.76.232
ftneowbu.pku.com.        IN    A    71.59.59.178
xrfnbsqt.pku.com.        IN    A    169.98.216.176
jofudlbs.pku.com.        IN    A    144.103.204.218
uaotvicb.pku.com.        IN    A    158.66.116.245
ktrjqbyw.pku.com.        IN    A    184.128.27.228
cguhqabl.pku.com.        IN    A    198.104.10.223
eobkihgc.pku.com.        IN    A    19.28.72.67
aqtlnuxe.pku.com.        IN    A    76.21.98.198
sryfncob.pku.com.        IN    A    15.232.134.26
pmrfbjns.pku.com.        IN    A    194.1.17.207
xyilbgcn.pku.com.        IN    A    240.129.132.0
topsvlhc.pku.com.        IN    A    247.114.166.175
tgnvhjdx.pku.com.        IN    A    46.193.209.110
odmygcia.pku.com.        IN    A    3.220.161.133
ugjawylq.pku.com.        IN    A    28.36.242.212
jiplhxkd.pku.com.        IN    A    214.239.229.10
lsoracuq.pku.com.        IN    A    39.68.237.217
xekgahcf.pku.com.        IN    A    90.17.192.136
thsewocf.pku.com.        IN    A    114.176.199.63
cyxnvukf.pku.com.        IN    A    92.255.66.184
fqokysxb.pku.com.        IN    A    41.145.41.195
migaektp.pku.com.        IN    A    246.144.6.108
gylvhfkb.pku.com.        IN    A    145.37.116.146
rhafwcqs.pku.com.        IN    A    222.96.181.152
nrhjyope.pku.com.        IN    A    65.202.26.196
fulynxor.pku.com.        IN    A    157.87.238.56
qmynakbe.pku.com.        IN    A    238.177.97.112
wiryhqno.pku.com.        IN    A    4.28.240.174
vuocfhtb.pku.com.        IN    A    133.192.111.232
avmnwhco.pku.com.        IN    A    159.94.175.119
fxuqmwoa.pku.com.        IN    A    165.138.73.102
kcqsyoul.pku.com.        IN    A    170.149.245.105
alxeyifw.pku.com.        IN    A    14.52.8.37
tjxpwesg.pku.com.        IN    A    58.246.106.97
ynwvctkp.pku.com.        IN    A    49.122.110.186
ywtsriag.pku.com.        IN    A    113.6.19.217
erqjoxms.pku.com.        IN    A    132.165.162.164
wkrtsuio.pku.com.        IN    A    58.173.103.116
roxgabfs.pku.com.        IN    A    233.55.221.185
rhjxqeto.pku.com.        IN    A    12.29.139.25
bvqcaulr.pku.com.        IN    A    29.152.151.67
mgnopyvh.pku.com.        IN    A    216.226.102.88
cnhxmbgq.pku.com.        IN    A    35.245.10.243
rvbdeluh.pku.com.        IN    A    196.142.88.190
knfagidt.pku.com.        IN    A    4.112.153.224
tinqpxcu.pku.com.        IN    A    70.39.216.155
uvktcpoe.pku.com.        IN    A    14.124.81.32
lctjqdsg.pku.com.        IN    A    254.203.160.211
ticakhmx.pku.com.        IN    A    29.222.43.7
sxjbveuc.pku.com.        IN    A    137.239.148.25
hsngpbov.pku.com.        IN    A    167.0.224.4
ylqjdnpw.pku.com.        IN    A    120.248.62.206
ybsidgfk.pku.com.        IN    A    26.147.105.232
vkoexqlm.pku.com.        IN    A    134.235.253.117
secolxmr.pku.com.        IN    A    10.75.80.104
yuedrjfp.pku.com.        IN    A    114.75.62.206
fhoigwbl.pku.com.        IN    A    104.137.253.154
undbqxck.pku.com.        IN    A    114.200.67.53
kgbxsctn.pku.com.        IN    A    50.183.118.180
unrchxka.pku.com.        IN    A    153.1.210.12
qnaeiuyl.pku.com.        IN    A    106.206.30.113
xfboameu.pku.com.        IN    A    210.239.4.238
ofxknvrg.pku.com.        IN    A    64.239.138.119
gwnvsbyt.pku.com.        IN    A    82.117.93.248
blmouvkf.pku.com.        IN    A    228.140.205.224
gortdice.pku.com.        IN    A    214.37.243.217
nfprglth.pku.com.        IN    A    182.249.37.222
ybxjdarp.pku.com.        IN    A    133.20.200.62
lvuihmtd.pku.com.        IN    A    215.171.186.16
brdvwpqo.pku.com.        IN    A    169.30.224.237
wpfjgeby.pku.com.        IN    A    147.133.232.122
cumfgdys.pku.com.        IN    A    68.105.9.103
qecunsgf.pku.com.        IN    A    37.215.68.172
bjqnxouv.pku.com.        IN    A    6.234.132.54
pvduljhq.pku.com.        IN    A    175.205.158.9
doyhrepw.pku.com.        IN    A    122.36.152.98
jfoacwdq.pku.com.        IN    A    35.108.107.231
qksrithn.pku.com.        IN    A    153.251.115.44
dgauktsh.pku.com.        IN    A    107.165.168.140
qlrehsdw.pku.com.        IN    A    137.138.125.156
wufkxnrq.pku.com.        IN    A    157.190.234.85
qjtgnodl.pku.com.        IN    A    140.78.35.85
jlqdunsx.pku.com.        IN    A    24.174.161.127
bkqfmled.pku.com.        IN    A    60.19.89.72
xosamujl.pku.com.        IN    A    103.249.84.115
hoarlmuw.pku.com.        IN    A    194.121.159.143
vlefqrno.pku.com.        IN    A    0.27.149.139
xqkebgfn.pku.com.        IN    A    245.247.216.123
hvougyek.pku.com.        IN    A    115.58.195.103
jvpmqesw.pku.com.        IN    A    14.237.126.207
gamyowkd.pku.com.        IN    A    57.73.173.235
smiqfbgx.pku.com.        IN    A    116.162.97.247
exdpmfwy.pku.com.        IN    A    236.240.242.229
mvajtcuw.pku.com.        IN    A    183.8.73.202
ftxikulb.pku.com.        IN    A    148.139.171.152
haydlnek.pku.com.        IN    A    54.253.71.82
fkxtdmsh.pku.com.        IN    A    70.24.42.22
pjnglvrd.pku.com.        IN    A    186.159.88.191
vgqcorxy.pku.com.        IN    A    92.202.128.90
ihrpyxmk.pku.com.        IN    A    170.138.228.3
okimjbfu.pku.com.        IN    A    19.224.131.226
spionglc.pku.com.        IN    A    42.147.253.122
cderhtfb.pku.com.        IN    A    59.216.180.254
laidojqt.pku.com.        IN    A    48.73.86.202
somwnqgx.pku.com.        IN    A    75.219.124.33
rbkjhwdu.pku.com.        IN    A    234.12.68.208
wedfjxvq.pku.com.        IN    A    75.64.23.89
oyfagdum.pku.com.        IN    A    202.203.0.60
wxqhspdm.pku.com.        IN    A    222.242.195.159
xkhedoqg.pku.com.        IN    A    72.24.105.199
esympjqu.pku.com.        IN    A    250.203.233.203
jvgaudni.pku.com.        IN    A    46.195.221.75
xargqtcu.pku.com.        IN    A    100.161.27.155
dtvmqbco.pku.com.        IN    A    219.163.133.206
ysegfhot.pku.com.        IN    A    160.168.42.22
hdkxcajl.pku.com.        IN    A    168.175.90.128
mtgvcbly.pku.com.        IN    A    179.120.206.62
srcdgyau.pku.com.        IN    A    120.88.147.142
foicjxql.pku.com.        IN    A    145.134.12.134
skftrwdi.pku.com.        IN    A    180.25.170.201
upkqbhra.pku.com.        IN    A    156.40.222.209
uoalmqvb.pku.com.        IN    A    80.130.70.221
gamqcrht.pku.com.        IN    A    34.177.221.29
hwkaxdml.pku.com.        IN    A    128.100.69.5
asfnecxj.pku.com.        IN    A    187.184.224.154
apuywkls.pku.com.        IN    A    243.199.152.32
vhlrspwn.pku.com.        IN    A    47.174.93.103
ecjrshug.pku.com.        IN    A    119.39.212.178
xeipdbgj.pku.com.        IN    A    53.208.153.26
rfsulatc.pku.com.        IN    A    53.74.182.226
arywhimu.pku.com.        IN    A    45.101.43.236
kubgyxhc.pku.com.        IN    A    24.228.209.43
svewanhj.pku.com.        IN    A    119.124.24.87
twmpkadl.pku.com.        IN    A    154.172.201.74
rqgfasju.pku.com.        IN    A    228.110.91.130
ajrtivsw.pku.com.        IN    A    226.206.209.194
najsheuo.pku.com.        IN    A    99.132.43.126
fbpyjten.pku.com.        IN    A    208.63.205.154
vjefcyia.pku.com.        IN    A    29.43.123.161
kbyxfviu.pku.com.        IN    A    46.144.11.99
dwokxyjt.pku.com.        IN    A    91.186.224.56
yqfrkgvb.pku.com.        IN    A    139.246.233.225
bwlynvkm.pku.com.        IN    A    151.25.20.141
rcbfoduj.pku.com.        IN    A    230.190.193.97
mqensrcx.pku.com.        IN    A    56.58.46.32
iksruatb.pku.com.        IN    A    87.217.112.174
cmhotxdq.pku.com.        IN    A    148.144.11.90
eryowqcn.pku.com.        IN    A    135.108.195.0
xgjkebvy.pku.com.        IN    A    119.247.7.149
epncjyrl.pku.com.        IN    A    215.107.78.50
hlfjpxeg.pku.com.        IN    A    74.172.125.187
esfwopiv.pku.com.        IN    A    199.148.85.27
vaowfmej.pku.com.        IN    A    26.46.150.153
stfkwruy.pku.com.        IN    A    9.68.18.27
kmnxcqhf.pku.com.        IN    A    225.98.20.199
hgxliyqc.pku.com.        IN    A    217.113.124.201
kwtcguqb.pku.com.        IN    A    20.194.22.77
nmbxlkqp.pku.com.        IN    A    78.199.4.253
mkbvqcso.pku.com.        IN    A    245.176.54.23
lfmaphsc.pku.com.        IN    A    84.245.24.188
tmlvkpxu.pku.com.        IN    A    19.74.251.66
dychxijw.pku.com.        IN    A    254.143.11.98
vxcgtbie.pku.com.        IN    A    207.125.198.195
gxhyjcsa.pku.com.        IN    A    77.19.209.253
hstwojyf.pku.com.        IN    A    220.183.177.26
lqvokibe.pku.com.        IN    A    54.149.45.43
abvtwghs.pku.com.        IN    A    42.63.147.125
swudvcbp.pku.com.        IN    A    180.106.6.15
jhwduemk.pku.com.        IN    A    27.77.102.79
bnvsmwcx.pku.com.        IN    A    41.236.211.162
wyorugea.pku.com.        IN    A    98.231.82.163
idhgpoay.pku.com.        IN    A    247.10.24.12
xdrqvytj.pku.com.        IN    A    29.109.148.142
qdnotexc.pku.com.        IN    A    99.13.57.141
fqctdbgv.pku.com.        IN    A    229.46.113.233
xpnaklse.pku.com.        IN    A    20.189.227.27
jevnwxlf.pku.com.        IN    A    131.125.20.210
oawklyfv.pku.com.        IN    A    106.48.152.147
yxjdavbn.pku.com.        IN    A    61.163.226.104
jdlfckhb.pku.com.        IN    A    207.170.91.33
mgceyjia.pku.com.        IN    A    217.160.106.71
oxawjktr.pku.com.        IN    A    44.144.242.129
qfgyhuds.pku.com.        IN    A    210.237.195.252
xjwdobqe.pku.com.        IN    A    104.146.73.175
akfblreo.pku.com.        IN    A    220.85.21.208
bcdfjuwl.pku.com.        IN    A    234.213.85.234
ljbaefyo.pku.com.        IN    A    22.88.118.25
tvmrlxud.pku.com.        IN    A    34.113.84.246
bhosqyea.pku.com.        IN    A    137.230.213.140
yglnmoju.pku.com.        IN    A    175.70.242.63
vrimydug.pku.com.        IN    A    160.117.87.34
ajceunxp.pku.com.        IN    A    166.164.212.251
uiceortk.pku.com.        IN    A    26.141.93.52
strpmiwx.pku.com.        IN    A    144.217.153.1
cdjlrhux.pku.com.        IN    A    167.202.163.126
mnfetyia.pku.com.        IN    A    41.224.198.237
uoqwiyad.pku.com.        IN    A    155.142.215.121
ewqciutk.pku.com.        IN    A    156.18.208.11
ntlsmdjr.pku.com.        IN    A    143.152.163.26
lpherfjt.pku.com.        IN    A    180.248.123.150
uekqwfav.pku.com.        IN    A    190.136.206.34
yqwxujrc.pku.com.        IN    A    69.61.92.211
buqdtiwy.pku.com.        IN    A    151.68.93.236
mxdoetjq.pku.com.        IN    A    255.232.201.12
jrbpwdfs.pku.com.        IN    A    191.132.178.54
vfkebdaq.pku.com.        IN    A    147.195.58.23
pbwoacnv.pku.com.        IN    A    206.41.179.213
ahpkwcdl.pku.com.        IN    A    140.22.159.100
prbycjtk.pku.com.        IN    A    160.113.84.25
veiamlxk.pku.com.        IN    A    179.61.144.185
wqopeknt.pku.com.        IN    A    208.106.85.61
dqxjmnrg.pku.com.        IN    A    220.159.138.141
pvtwjuds.pku.com.        IN    A    207.247.53.202
dnprshgy.pku.com.        IN    A    22.62.127.30
srcuilew.pku.com.        IN    A    124.71.118.54
evmyhwfd.pku.com.        IN    A    255.1.112.112
rynstcbi.pku.com.        IN    A    10.7.108.19
bwtogcfp.pku.com.        IN    A    109.160.18.28
hwukoxye.pku.com.        IN    A    32.77.73.205
kqsjehvb.pku.com.        IN    A    67.10.83.127
valeqcmf.pku.com.        IN    A    42.210.188.232
vknlrgym.pku.com.        IN    A    64.211.27.69
egwkjcpq.pku.com.        IN    A    196.117.93.184
oajnhukc.pku.com.        IN    A    6.193.94.19
xlyanmru.pku.com.        IN    A    239.135.27.219
txfcqjph.pku.com.        IN    A    201.146.186.40
fakernho.pku.com.        IN    A    191.245.178.79
wtxsqhuj.pku.com.        IN    A    247.154.165.34
rveosbut.pku.com.        IN    A    72.36.131.125
bfqcowrm.pku.com.        IN    A    173.199.126.71
fkwhxgve.pku.com.        IN    A    146.132.34.182
qistchfl.pku.com.        IN    A    189.254.248.79
ygvmnitd.pku.com.        IN    A    214.23.210.51
qrxdiblk.pku.com.        IN    A    218.132.239.200
pwbtkiyc.pku.com.        IN    A    224.161.146.47
uaqigtny.pku.com.        IN    A    186.119.160.22
dgmbkqru.pku.com.        IN    A    241.116.127.133
skptvqhw.pku.com.        IN    A    195.170.95.248
mkwgjlua.pku.com.        IN    A    251.106.180.248
holbutrk.pku.com.        IN    A    139.79.184.235
xaiyhovw.pku.com.        IN    A    1.158.55.110
qdnxbrcf.pku.com.        IN    A    166.19.133.177
vwiejluy.pku.com.        IN    A    191.246.199.88
ykbulidp.pku.com.        IN    A    94.118.226.235
lxdicwjs.pku.com.        IN    A    221.200.84.232
pymrdolh.pku.com.        IN    A    242.31.107.30
wtbmhrvl.pku.com.        IN    A    119.173.232.83
oimpsunv.pku.com.        IN    A    18.208.161.151
vfxesjpb.pku.com.        IN    A    129.62.120.68
jlmownka.pku.com.        IN    A    206.128.183.143
iyjohcdm.pku.com.        IN    A    83.17.224.51
amhfgdnw.pku.com.        IN    A    94.251.150.154
dkajhnvt.pku.com.        IN    A    242.70.44.99
ieckunrm.pku.com.        IN    A    121.218.21.101
gfmseuvb.pku.com.        IN    A    232.54.233.207
oncmpaut.pku.com.        IN    A    38.57.15.197
ljmbpurf.pku.com.        IN    A    255.68.26.120
koqferju.pku.com.        IN    A    210.12.213.232
yakjrlmw.pku.com.        IN    A    88.94.224.250
iopfswnd.pku.com.        IN    A    15.178.51.67
mrxygjdb.pku.com.        IN    A    242.107.74.95
kqsxbdlt.pku.com.        IN    A    137.211.186.196
jxcdhwno.pku.com.        IN    A    34.5.135.13
cgauxdoj.pku.com.        IN    A    181.208.89.132
jshnedvr.pku.com.        IN    A    143.128.101.137
hfxpkuel.pku.com.        IN    A    112.212.137.12
ugtxmpaj.pku.com.        IN    A    8.36.20.149
xbqavcui.pku.com.        IN    A    117.37.122.209
fyvwnomj.pku.com.        IN    A    174.14.127.120
toblsrwn.pku.com.        IN    A    175.220.186.178
aojtfemn.pku.com.        IN    A    203.11.131.151
abdivgup.pku.com.        IN    A    244.236.244.174
iprfshat.pku.com.        IN    A    85.170.201.22
hbrxcdps.pku.com.        IN    A    105.159.136.93
ysxifjhl.pku.com.        IN    A    120.168.227.103
euypbwls.pku.com.        IN    A    250.60.4.60
lwmgdsny.pku.com.        IN    A    31.55.113.252
dwfrkyoc.pku.com.        IN    A    31.224.142.193
hwprsamj.pku.com.        IN    A    16.7.80.112
epogqkyw.pku.com.        IN    A    157.143.253.133
utcvmoik.pku.com.        IN    A    66.61.138.27
iwknjesr.pku.com.        IN    A    80.212.130.91
jeaqdtyh.pku.com.        IN    A    209.239.58.58
ntfbkyjd.pku.com.        IN    A    137.0.233.195
nwobkcpe.pku.com.        IN    A    6.189.164.164
acfqvmku.pku.com.        IN    A    137.96.159.178
lapeuxiy.pku.com.        IN    A    192.239.74.131
wpjknayu.pku.com.        IN    A    242.62.24.59
fsgrqacy.pku.com.        IN    A    170.16.82.183
smxpitlr.pku.com.        IN    A    33.226.240.245
igrvfqyc.pku.com.        IN    A    240.146.16.202
aemcqshg.pku.com.        IN    A    22.146.73.99
lruhdasc.pku.com.        IN    A    144.27.159.94
wmtdavyl.pku.com.        IN    A    103.39.166.24
nqorvlmi.pku.com.        IN    A    210.144.38.125
fwpltbng.pku.com.        IN    A    202.155.210.226
gobducsi.pku.com.        IN    A    36.129.239.34
aynjifxw.pku.com.        IN    A    12.8.154.140
iuqrgfje.pku.com.        IN    A    187.232.82.189
qbtprkuf.pku.com.        IN    A    104.136.10.203
jewclysv.pku.com.        IN    A    188.252.104.32
bfpdtrqa.pku.com.        IN    A    100.83.125.51
sumjkwpy.pku.com.        IN    A    192.116.19.243
nlwusify.pku.com.        IN    A    206.127.116.16
wyvhemaq.pku.com.        IN    A    160.170.129.113
hiwqgfml.pku.com.        IN    A    68.74.252.173
ytchxfkb.pku.com.        IN    A    118.227.248.67
yodqhnwm.pku.com.        IN    A    184.11.193.8
vjiylcwt.pku.com.        IN    A    220.140.96.225
yxhgsjtf.pku.com.        IN    A    86.23.17.35
gfmlrpay.pku.com.        IN    A    167.171.243.205
glsnxedm.pku.com.        IN    A    181.29.34.213
nhqoramd.pku.com.        IN    A    177.150.193.188
lmviwnog.pku.com.        IN    A    46.191.147.21
xlrwboeg.pku.com.        IN    A    157.25.179.165
grmipwkl.pku.com.        IN    A    18.58.209.98
uhpkvoty.pku.com.        IN    A    248.137.140.97
wvlorscx.pku.com.        IN    A    132.247.91.199
aduemskh.pku.com.        IN    A    238.234.93.230
wxbaoyur.pku.com.        IN    A    235.166.137.224
whxgykua.pku.com.        IN    A    196.138.83.32
